Period,Trade Flow,Reporter,Partner,2nd Partner,Customs Desc,Transport Mode,Commodity Code,Trade Value (US$),Net Weight(kg),Gross Weight,Qty Unit,Qty,Alternate Quantity unit,Alternate Quantity
2020,X,United Rep. of Tanzania,World,World,TOTAL CPC,TOTAL MOT,854110,$21,10,,kg,10,kg,10
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,854110,"$606,518,744",,,u,3167184884,u,3167184884
2020,X,Uruguay,World,World,TOTAL CPC,TOTAL MOT,854110,$296,6,,u,147,u,147
2020,X,Uzbekistan,World,World,TOTAL CPC,TOTAL MOT,854110,"$755,016",,,u,318123,u,318123
2020,X,Zambia,World,World,TOTAL CPC,TOTAL MOT,854110,$216,7,,N/A,,kg,7
2020,X,T?rkiye,World,World,TOTAL CPC,TOTAL MOT,854130,"$298,503",6801,,N/A,,kg,6801
2020,X,Ukraine,World,World,TOTAL CPC,TOTAL MOT,854130,"$44,767",178,,N/A,,kg,178
2020,X,United Kingdom,World,World,TOTAL CPC,TOTAL MOT,854130,"$33,008,965",1249820,,N/A,,kg,1249820
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,854130,"$75,457,458",,,u,41332932,u,41332932
2020,X,Uzbekistan,World,World,TOTAL CPC,TOTAL MOT,854130,"$1,521",8,,u,36,u,36
2020,X,T?rkiye,World,World,TOTAL CPC,TOTAL MOT,854140,"$167,210,837",27316085,,N/A,,kg,27316085
2020,X,Uganda,World,World,TOTAL CPC,TOTAL MOT,854140,"$369,385",93382,,N/A,,kg,93382
2020,X,Ukraine,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,874,251",115050,,N/A,,kg,115050
2020,X,North Macedonia,World,World,TOTAL CPC,TOTAL MOT,854140,"$90,276",18004,,N/A,,kg,14571
2020,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854140,"$951,540",,,N/A,,N/A,
2020,X,United Kingdom,World,World,TOTAL CPC,TOTAL MOT,854140,"$162,544,734",5779831,,N/A,,N/A,
2020,X,United Rep. of Tanzania,World,World,TOTAL CPC,TOTAL MOT,854140,"$342,507",42611,,N/A,,kg,42611
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,289,069,639",,,u,7149723245,u,7149723245
2020,X,Burkina Faso,World,World,TOTAL CPC,TOTAL MOT,854140,"$135,255",78253,,N/A,,kg,78253
2020,X,Uruguay,World,World,TOTAL CPC,TOTAL MOT,854140,"$152,633",1267,,u,17585,u,17585
2020,X,Uzbekistan,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,722",,,u,1988,u,1988
2020,X,Zambia,World,World,TOTAL CPC,TOTAL MOT,854140,"$124,260",142606,,N/A,,kg,142606
2020,X,T?rkiye,World,World,TOTAL CPC,TOTAL MOT,854150,"$713,514",4003,,N/A,,kg,4003
2020,X,Ukraine,World,World,TOTAL CPC,TOTAL MOT,854150,"$4,288,337",12776,,N/A,,kg,12776
2020,X,North Macedonia,World,World,TOTAL CPC,TOTAL MOT,854150,"$195,310",864,,N/A,,kg,864
2020,X,Egypt,World,World,TOTAL CPC,TOTAL MOT,854150,"$1,767",,,N/A,,N/A,
2020,X,United Kingdom,World,World,TOTAL CPC,TOTAL MOT,854150,"$36,587,437",1601479,,N/A,,N/A,
2020,X,USA,World,World,TOTAL CPC,TOTAL MOT,854150,"$1,029,098,567",,,u,81846388,u,81846388
2020,X,Burkina Faso,World,World,TOTAL CPC,TOTAL MOT,854150,"$182,661",6700,,N/A,,kg,6700
2020,X,Uruguay,World,World,TOTAL CPC,TOTAL MOT,854150,"$1,807",2,,u,1,u,1
2019,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854110,"$30,510",91,,u,3511,u,3511
2019,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854110,"$25,676,317",,2931276,u,44119811,u,44119811
2019,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854110,"$152,146,574",57387,,u,2391699869,N/A,
2019,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854110,$579,70,,u,4,u,4
2019,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854110,$234,2,,u,131,u,131
2019,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854110,"$51,477,562",1647058,,N/A,,N/A,
2019,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854110,"$85,551",476,,N/A,,kg,476
2019,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854110,$21,7,,u,35,u,35
2019,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854110,"$7,080,328",42746,,u,17974042,N/A,
2019,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854110,$202,,,u,1,u,1
2019,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,244,300",11062,,N/A,,N/A,
2019,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,660,200",7742,,u,44773497,u,44773497
2019,X,Cambodia,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,376",5,,N/A,,kg,5
2019,X,Angola,World,World,TOTAL CPC,TOTAL MOT,854130,$182,44,,N/A,,kg,44
2019,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854130,"$575,593",2587,2786,N/A,,N/A,
2019,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854130,"$3,459,196",6200,,u,13716835,N/A,
2019,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854130,"$5,667,168",34905,,N/A,,N/A,
2019,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854130,$956,11,,N/A,,kg,11
2019,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854130,"$7,426,823",,,u,869989,u,869989
2019,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854130,"$523,070",3125,,N/A,,kg,3125
2019,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854130,"$178,900",1464,,u,205514,u,205514
2019,X,Andorra,World,World,TOTAL CPC,TOTAL MOT,854140,"$69,757",682,,N/A,,kg,682
2019,X,Angola,World,World,TOTAL CPC,TOTAL MOT,854140,"$13,661",74,,N/A,,kg,74
2019,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854140,"$7,517",40,,u,4,u,4
2019,X,Argentina,World,World,TOTAL CPC,TOTAL MOT,854140,"$63,775",2544,,u,3914,u,3914
2019,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854140,"$17,871,988",,1733114,N/A,,N/A,
2019,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854140,"$130,327,767",8815941,,N/A,,N/A,
2019,X,Bahamas,World,World,TOTAL CPC,TOTAL MOT,854140,$160,,,u,3,u,3
2019,X,Bahrain,World,World,TOTAL CPC,TOTAL MOT,854140,"$54,706",7634,,u,1960,u,1960
2019,X,Armenia,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,053,175",2211,,u,6806,u,6806
2019,X,Barbados,World,World,TOTAL CPC,TOTAL MOT,854140,"$25,956",6864,,u,113,u,113
2019,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854140,"$90,412,912",7466311,,N/A,,N/A,
2019,X,Bolivia (Plurinational State of),World,World,TOTAL CPC,TOTAL MOT,854140,"$2,173",214,,u,95,u,95
2019,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854140,"$41,503",4768,,N/A,,kg,4768
2019,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854140,"$8,397",1668,,u,70,u,70
2019,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,867,514",120856,,u,5801760,N/A,
2019,X,Brunei Darussalam,World,World,TOTAL CPC,TOTAL MOT,854140,$338,,,u,21,u,21
2019,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854140,"$4,441,230",1091677,,N/A,,N/A,
2019,X,Myanmar,World,World,TOTAL CPC,TOTAL MOT,854140,"$397,941",,,u,18609,u,18609
2019,X,Burundi,World,World,TOTAL CPC,TOTAL MOT,854140,"$5,051",465,,u,32,u,32
2019,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,112,400",116126,,u,8321709,u,8321709
2019,X,Cambodia,World,World,TOTAL CPC,TOTAL MOT,854140,"$25,334,436",6283002,,N/A,,N/A,
2019,X,Azerbaijan,World,World,TOTAL CPC,TOTAL MOT,854150,"$1,220",31,,u,12,u,12
2019,X,Australia,World,World,TOTAL CPC,TOTAL MOT,854150,"$701,106",,9099,N/A,,N/A,
2019,X,Austria,World,World,TOTAL CPC,TOTAL MOT,854150,"$5,961,463",8628,,N/A,,N/A,
2019,X,Belgium,World,World,TOTAL CPC,TOTAL MOT,854150,"$2,185,296",3396,,N/A,,N/A,
2019,X,Bosnia Herzegovina,World,World,TOTAL CPC,TOTAL MOT,854150,"$6,205",172,,N/A,,kg,172
2019,X,Botswana,World,World,TOTAL CPC,TOTAL MOT,854150,$384,1,,u,6,u,6
2019,X,Brazil,World,World,TOTAL CPC,TOTAL MOT,854150,"$68,276",389,,u,64764,u,64764
2019,X,Bulgaria,World,World,TOTAL CPC,TOTAL MOT,854150,"$3,813",48,,N/A,,kg,48
2019,X,Belarus,World,World,TOTAL CPC,TOTAL MOT,854150,"$54,600",311,,u,75187,u,75187
2019,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854110,"$9,779,795",,,u,17883011,u,17883011
2019,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854110,"$32,586",,,u,182921,u,182921
2019,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854110,"$176,475",,,u,554,u,554
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,854110,"$2,369,477,705",14083114,,u,167763060758,u,167763060758
2019,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854110,"$4,624",437,,u,3803,u,3803
2019,X,Dem. Rep. of the Congo,World,World,TOTAL CPC,TOTAL MOT,854110,$124,58,,u,21,u,21
2019,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854110,"$17,383",263,,N/A,,N/A,
2019,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854110,"$46,971",1184,,u,738370,kg,1184
2019,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854110,"$42,557",131,,kg,131,kg,131
2019,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854110,"$62,244,124",185198,,N/A,,N/A,
2019,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854110,"$555,787",7438,,N/A,,kg,7439
2019,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854110,"$24,193",,,u,17335,u,17335
2019,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854130,"$7,352,433",33056,,u,8546603,u,8546603
2019,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854130,"$198,849",894,,u,66,u,66
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,854130,"$676,697,081",2237005,,u,5805105532,u,5805105532
2019,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854130,"$1,317",8,,N/A,,kg,8
2019,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854130,"$30,270",174,,u,120030,kg,174
2019,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854130,"$69,447,924",185708,,N/A,,N/A,
2019,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854130,"$582,843",3040,,N/A,,kg,3040
2019,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854140,"$169,612,987",,,N/A,,N/A,
2019,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854140,"$890,184",,,u,128214,u,128214
2019,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854140,"$379,688",,,u,7819,u,7819
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,854140,"$23,581,531,150",4474031399,,u,209457708264,u,209457708264
2019,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854140,"$245,263",8336,,u,55244,u,55244
2019,X,Comoros,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,136",500,,N/A,,N/A,
2019,X,Congo,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,355",1,,N/A,,N/A,
2019,X,Dem. Rep. of the Congo,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,502",210,,u,1,u,1
2019,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854140,"$22,372",3515,,N/A,,N/A,
2019,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854140,"$34,999,708",6418778,,N/A,,kg,6418778
2019,X,Cyprus,World,World,TOTAL CPC,TOTAL MOT,854140,"$12,125",1158,,N/A,,kg,1158
2019,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854140,"$105,487,526",11588438,,N/A,,N/A,
2019,X,Benin,World,World,TOTAL CPC,TOTAL MOT,854140,"$15,953",80,,N/A,,kg,80
2019,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854140,"$29,457,993",761411,,N/A,,kg,761411
2019,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,173,677",49096,,u,430493,N/A,
2019,X,Canada,World,World,TOTAL CPC,TOTAL MOT,854150,"$10,318,702",,,N/A,,N/A,
2019,X,Sri Lanka,World,World,TOTAL CPC,TOTAL MOT,854150,$69,,,u,1,u,1
2019,X,Chile,World,World,TOTAL CPC,TOTAL MOT,854150,"$325,153",,,u,88,u,88
2019,X,China,World,World,TOTAL CPC,TOTAL MOT,854150,"$574,597,936",3351025,,u,6877305560,u,6877305560
2019,X,Colombia,World,World,TOTAL CPC,TOTAL MOT,854150,"$2,414",3,,u,9,u,9
2019,X,Costa Rica,World,World,TOTAL CPC,TOTAL MOT,854150,"$18,878",68,,N/A,,kg,68
2019,X,Croatia,World,World,TOTAL CPC,TOTAL MOT,854150,"$39,760",301,,N/A,,kg,301
2019,X,Czechia,World,World,TOTAL CPC,TOTAL MOT,854150,"$598,780",83897,,N/A,,N/A,
2019,X,Denmark,World,World,TOTAL CPC,TOTAL MOT,854150,"$37,162,513",24866,,N/A,,kg,24866
2019,X,Dominican Rep.,World,World,TOTAL CPC,TOTAL MOT,854150,$340,1,,u,600,u,600
2019,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854110,$204,1,,N/A,,kg,1
2019,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,018",111,,N/A,,kg,111
2019,X,Ethiopia,World,World,TOTAL CPC,TOTAL MOT,854110,$413,1,,N/A,,kg,1
2019,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,235,816",,,N/A,,kg,13460
2019,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854110,"$4,492,553",8404,,N/A,,N/A,
2019,X,France,World,World,TOTAL CPC,TOTAL MOT,854110,"$222,055,727",644584,,N/A,,N/A,
2019,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854110,"$2,721",30,,u,567,u,567
2019,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854130,"$1,481,080",10906,,N/A,,kg,10906
2019,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854130,"$13,925,046",14019,,N/A,,N/A,
2019,X,France,World,World,TOTAL CPC,TOTAL MOT,854130,"$78,278,733",249934,,N/A,,N/A,
2019,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854130,$810,7,,u,90,u,90
2019,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854140,"$220,029",1727,,N/A,,kg,1727
2019,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854140,"$66,078",9131,,N/A,,kg,9131
2019,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854140,"$3,636,849",547710,,N/A,,kg,547678
2019,X,Fiji,World,World,TOTAL CPC,TOTAL MOT,854140,"$196,576",,,u,2002,u,2002
2019,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854140,"$8,110,921",12467,,N/A,,N/A,
2019,X,France,World,World,TOTAL CPC,TOTAL MOT,854140,"$575,280,835",16003491,,N/A,,N/A,
2019,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,478,458",313579,,u,36425,u,36425
2019,X,State of Palestine,World,World,TOTAL CPC,TOTAL MOT,854140,"$51,439",,,N/A,,N/A,
2019,X,Ecuador,World,World,TOTAL CPC,TOTAL MOT,854150,$625,54,,N/A,,kg,54
2019,X,El Salvador,World,World,TOTAL CPC,TOTAL MOT,854150,$3,0,,N/A,,kg,0
2019,X,Estonia,World,World,TOTAL CPC,TOTAL MOT,854150,"$137,106",1175,,N/A,,kg,1172
2019,X,Finland,World,World,TOTAL CPC,TOTAL MOT,854150,"$641,485",177,,N/A,,N/A,
2019,X,France,World,World,TOTAL CPC,TOTAL MOT,854150,"$18,023,755",113971,,N/A,,N/A,
2019,X,Georgia,World,World,TOTAL CPC,TOTAL MOT,854150,"$2,641",320,,u,1370,u,1370
2019,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854110,"$965,610,423",4503232,,N/A,,N/A,
2019,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854110,"$108,420",2201,,u,1704331,N/A,
2019,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854110,"$3,139",201,,u,49344,N/A,
2019,X,Guyana,World,World,TOTAL CPC,TOTAL MOT,854110,$1,4,,u,1,u,1
2019,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,854110,$147,0,,N/A,,kg,0
2019,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854110,"$2,546,886,611",,,u,111214512000,1000u,111214512
2019,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854130,"$182,936,825",1346358,,N/A,,N/A,
2019,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854130,"$16,381",102,,u,64957,N/A,
2019,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854130,$64,2,,u,253,N/A,
2019,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854130,"$183,147,244",,,u,1308856778,u,1308856778
2019,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,472,144,511",144092487,,N/A,,N/A,
2019,X,Ghana,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,945",191,,N/A,,N/A,
2019,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854140,"$5,985,512",1828692,,N/A,,N/A,
2019,X,Grenada,World,World,TOTAL CPC,TOTAL MOT,854140,"$12,187",670,,N/A,,kg,670
2019,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854140,"$88,340",12741,,N/A,,N/A,
2019,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,317",9,,N/A,,kg,9
2019,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854140,"$3,255,782,934",,,u,58697801143,u,58697801143
2019,X,Germany,World,World,TOTAL CPC,TOTAL MOT,854150,"$114,095,199",883067,,N/A,,N/A,
2019,X,Greece,World,World,TOTAL CPC,TOTAL MOT,854150,"$128,754",6401,,N/A,,N/A,
2019,X,Guatemala,World,World,TOTAL CPC,TOTAL MOT,854150,"$21,985",633,,N/A,,N/A,
2019,X,Honduras,World,World,TOTAL CPC,TOTAL MOT,854150,$265,0,,N/A,,kg,0
2019,X,"China, Hong Kong SAR",World,World,TOTAL CPC,TOTAL MOT,854150,"$114,683,907",,,u,1097370321,u,1097370321
2019,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854110,"$65,889,556",471367,,N/A,,kg,471333
2019,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,032",1,,u,16233,N/A,
2019,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854110,"$5,296,836",23787,,N/A,,kg,23790
2019,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854110,"$68,395,827",18882,,N/A,,N/A,
2019,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,598,000",,,u,25120094,N/A,
2019,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854110,"$83,543,362",1133129,,N/A,,N/A,
2019,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,854110,$785,163,,u,12341,kg,163
2019,X,Jamaica,World,World,TOTAL CPC,TOTAL MOT,854110,"$107,617",2000,,u,7,u,7
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854110,"$680,442,168",,,u,63563178952,N/A,
2019,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854110,"$44,748",4055,,N/A,,kg,4055
2019,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,854110,"$3,802",100,,kg,100,kg,100
2019,X,Kenya,World,World,TOTAL CPC,TOTAL MOT,854110,"$2,405",,,u,89,N/A,
2019,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854110,"$297,145,879",1650907,,u,4671046743,N/A,
2019,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854110,"$7,283",205,,N/A,,kg,205
2019,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854110,"$402,515",3653,,u,6327419,N/A,
2019,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854110,"$1,050,159",3951,,u,16508193,kg,3951
2019,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854110,"$90,943",543,,N/A,,kg,543
2019,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854110,"$468,406,617",,,u,21629426008,u,21629426008
2019,X,Mali,World,World,TOTAL CPC,TOTAL MOT,854110,"$21,258",14018,,N/A,,kg,14018
2019,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854110,"$10,055",566,,u,158068,N/A,
2019,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,854110,"$3,401",59,,u,3694,u,3694
2019,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854110,"$18,564,223",,,N/A,,N/A,
2019,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854130,"$50,775,763",456194,,N/A,,kg,456192
2019,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854130,"$126,998",170,,N/A,,kg,170
2019,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854130,"$102,190",476,,N/A,,kg,476
2019,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854130,"$86,000",,,u,341017,N/A,
2019,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854130,"$11,255,712",79533,,N/A,,kg,79533
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854130,"$50,754,145",228193,,u,386412169,N/A,
2019,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854130,"$74,588",115,,N/A,,kg,115
2019,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,854130,"$3,077",15,,kg,15,kg,15
2019,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854130,"$4,873,898",,,u,19326585,N/A,
2019,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854130,"$83,213",209,,u,329968,N/A,
2019,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854130,"$526,770",2050,,u,2088813,kg,2050
2019,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854130,"$22,802",51,,N/A,,kg,51
2019,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854130,"$1,798,578",8086,,u,19305954,u,19305954
2019,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854130,"$28,186",215,,u,111767,N/A,
2019,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854130,"$1,593,693",7165,,N/A,,N/A,
2019,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854140,"$47,384,423",747034,,N/A,,kg,746464
2019,X,Iceland,World,World,TOTAL CPC,TOTAL MOT,854140,"$8,774",44,,N/A,,N/A,
2019,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854140,"$51,485,241",856639,,N/A,,kg,856639
2019,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854140,"$20,131,267",36232,,N/A,,N/A,
2019,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854140,"$2,581,000",,,N/A,,N/A,
2019,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854140,"$347,309,445",24609689,,N/A,,kg,24609689
2019,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,854140,"$81,780",12519,,N/A,,kg,12519
2019,X,Jamaica,World,World,TOTAL CPC,TOTAL MOT,854140,"$274,717",13745,,u,589,u,589
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854140,"$3,531,076,701",,,u,30838939331,N/A,
2019,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854140,"$1,207,881",243356,,N/A,,kg,243356
2019,X,Jordan,World,World,TOTAL CPC,TOTAL MOT,854140,"$8,871,832",1972915,,N/A,,kg,1972915
2019,X,Kenya,World,World,TOTAL CPC,TOTAL MOT,854140,"$3,311,917",,,u,111763,N/A,
2019,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854140,"$3,512,495,941",212366729,,N/A,,N/A,
2019,X,Kuwait,World,World,TOTAL CPC,TOTAL MOT,854140,"$3,245",783,,u,33,u,33
2019,X,Kyrgyzstan,World,World,TOTAL CPC,TOTAL MOT,854140,"$80,477",17535,,u,89907,N/A,
2019,X,Lao People's Dem. Rep.,World,World,TOTAL CPC,TOTAL MOT,854140,$362,166,,u,3,u,3
2019,X,Lebanon,World,World,TOTAL CPC,TOTAL MOT,854140,"$55,433",13008,,N/A,,kg,13008
2019,X,Latvia,World,World,TOTAL CPC,TOTAL MOT,854140,"$728,015",7325,,N/A,,N/A,
2019,X,Lithuania,World,World,TOTAL CPC,TOTAL MOT,854140,"$28,304,483",3839252,,N/A,,kg,3839252
2019,X,Luxembourg,World,World,TOTAL CPC,TOTAL MOT,854140,"$70,310,092",7445477,,N/A,,kg,7445477
2019,X,Madagascar,World,World,TOTAL CPC,TOTAL MOT,854140,"$33,067",5838,,u,4735,u,4735
2019,X,Malawi,World,World,TOTAL CPC,TOTAL MOT,854140,"$8,664",181,,N/A,,N/A,
2019,X,Malaysia,World,World,TOTAL CPC,TOTAL MOT,854140,"$4,679,690,016",,,u,4635901246,u,4635901246
2019,X,Mali,World,World,TOTAL CPC,TOTAL MOT,854140,"$34,493",21080,,N/A,,kg,21080
2019,X,Malta,World,World,TOTAL CPC,TOTAL MOT,854140,"$42,778",22679,,N/A,,N/A,
2019,X,Mauritius,World,World,TOTAL CPC,TOTAL MOT,854140,"$196,893",111483,,N/A,,N/A,
2019,X,Mexico,World,World,TOTAL CPC,TOTAL MOT,854140,"$129,766,457",,,N/A,,N/A,
2019,X,Hungary,World,World,TOTAL CPC,TOTAL MOT,854150,"$487,198",24789,,N/A,,kg,23761
2019,X,Indonesia,World,World,TOTAL CPC,TOTAL MOT,854150,"$45,632,223",34060,,N/A,,kg,34060
2019,X,Ireland,World,World,TOTAL CPC,TOTAL MOT,854150,"$34,952,479",27244,,N/A,,N/A,
2019,X,Israel,World,World,TOTAL CPC,TOTAL MOT,854150,"$97,041,000",,,N/A,,N/A,
2019,X,Italy,World,World,TOTAL CPC,TOTAL MOT,854150,"$11,080,118",137193,,N/A,,kg,137193
2019,X,C?te d'Ivoire,World,World,TOTAL CPC,TOTAL MOT,854150,$80,1,,N/A,,kg,1
2019,X,Japan,World,World,TOTAL CPC,TOTAL MOT,854150,"$106,508,998",,,u,701031935,u,701031935
2019,X,Kazakhstan,World,World,TOTAL CPC,TOTAL MOT,854150,$190,1,,N/A,,kg,1
2019,X,Kenya,World,World,TOTAL CPC,TOTAL MOT,854150,"$4,610",1988,,N/A,,N/A,
2019,X,Rep. of Korea,World,World,TOTAL CPC,TOTAL MOT,854150,"$242,838,961",145992,,N/A,,N/A,
2019,X,Kuwait,World,World,TOTAL CPC,TOTAL MOT,854150,$82,50,,u,2,u,2
